job_date,job_company_name,job_type,job_industry,job_location,job_description,job_company_info,job_working_hours,job_requirnments,job_japanese_level,job_english_level,job_salary,job_other_salary_description,job_holidays,job_contract,job_nearest_station
2019-06-10,expired,expired,expired,expired,expired,expired,expired,expired,expired,expired,expired,expired,expired,expired,expired
2019-06-10,"
                      Godo Kaisha Amaris Japan/合同会社Amaris Japan
                    ","
IT (PC, Web, Unix) - Project Manager
IT (PC, Web, Unix) - ERP, SCM, CRM Architect
IT (Other) - In-house System Operator",IT Consulting,"
Asia   
Japan   
Tokyo   
 
Asia   
Japan   
Shizuoka   
 
 
 
 
 ","
                【Project Leadership・リーダーシップ】
・Leads strategic vision to the project team, utilizing a full knowledge of portfolio management and general business/technical acumen.
・Leads strategies related to ERP and application cutovers.
・Leads periodic project reviews utilizing a thorough knowledge of the project delivery process.
・Identifies, recommends and implements best practices in project management, based on expert knowledge of project management.
・Builds and leads project teams to achieve organizational goals.
・Provides mentoring and coaching to project team members.

【Project Planning・プロジェクト計画】
・Defines project objectives and scope.
・Develops the integrated project plans.
・Builds a fully integrated workplan between all data and non-data tasks across all impacted stakeholders in large projects and programs.
・Accountable for the project management plan.

【Project Execution・プロジェクトの実施】
・Integrates people and other resources to carry out the project management plan.
・Ensure project objectives are met, on time and within budget.
・Makes decisions and takes actions to achieve results. 
・Active inquiry skills.
・Proven team leadership, coaching and mentoring.
・Relationship building at all levels.
・Negotiation, facilitation and stakeholder management.
・Strategic thinking/ conceptual thinking.
・Competently communicate business and technical concepts with business and functional people.
・Manages project risks and issues, specifically those affecting business through application cutovers.
              ","
                  Amaris is an international Technologies and Management Consulting Group with a rapid pace development and innovative solutions for demanding projects. The company’s business consists in supporting its clients in carrying out their projects by acting within their organization to help improve effectiveness and enhance performance. 

Amaris’ added value lies in the quality of its teams and their attention to detail, as well as in the way the company capitalizes on their knowhow.

アマリスは、独立した国際的なテクノロジおよび経営コンサルティンググループです。
 弊社の事業は、お客様のプロジェクトを実行しサポートすることから成り立ちます。 
お客様の計画を実行するために、弊社は、業界知識、運用知識、技術的な専門知識を使い、最良のアドバイスの提供を可能にします。
アマリスのチームは、金融から自動車業界、NGOからヘルスケア、保険から輸送まで、あらゆるビジネス分野において強力な付加価値を持つ統合ソリューションを提供する専門家で構成されています。
                ","
                  完全週休2日制（土・日・祝祭日）
40時間勤務/週
残業なし
                ","
                  ・Bachelor’s Degree in engineering, business, MIS or computer science or equivalent degree or minimum 7 years of IT professional experience.
・5+ years of project management experience leading business application implementation projects, software development projects, and/or IT Infrastructure projects.
・5+ years experience supporting cutover strategies, planning and execution of ERPs with strong understanding of inventory and supply chain dependencies.
・Experience in leading deployment of modules in JDE or SAP: FI, CO, MM, Data (non exhaustive list) and supporting a master cutover strategy.
・Experience with project management and project delivery processes and tools.
・Organizational Change management experience Skills (applied knowledge and technical skills directly related to this position).
・Expert knowledge of project management, thorough knowledge of PDP, and full knowledge of portfolio management.
・Demonstrated strong ERP, business application, Software develpment or IT Infrastructure knowledge and skills.
・Strong written and verbal communication skills.
                ","

                    Business Level(JLPT Level 2 or N2)
                  
","

                    Business Conversation Level (TOEIC 735-860)
                  
","
Depends on experience
                    
                  
                ","
                  社会保険完備
教育研修
                ","
                  完全週休2日制（土・日・祝祭日）
有給休暇
慶弔休暇
育児休暇
傷病休暇
","
                アマリス正社員
              ",
2019-06-10,"
                      Godo Kaisha Amaris Japan/合同会社Amaris Japan
                    ","
IT (Other) - IT Help Desk
IT (Other) - Customer Support Engineer
IT (Hardware/Network) - Network Engineer",IT Consulting,"
Asia   
Japan   
Tokyo   
 
 
 
 
 
 
 
 
 ","
                【業務内容】
Workplace Support Services・オフィスサポートサービス
• Provide L1 support to workplace services for HKG and branch offices
• Ensure continued availability, performance and security IT infrastructure and services
• Incident/Request case escalation to L3 as needed
• Monitor incidents and requests in MyServiceDesk, provide resolutions if applicable, and ensure tickets are taken cared of within approved SLA.
• Provide Induction training for Newcomers
• Provide Field Support for HKG and branch offices.

Vendor Management and IT Asset Control・ベンダ管理と資産管理
• Manages relationship with 3rd party IT Vendors, which includes: negotiations, order procurement status and MA in HKG and branch offices
• Maintain good documentation and list of all DTS managed devices.
• Manage, control, and IT assets
• Ensure corporate standard IT asset life cycle is observed
• Ensure User Acceptable Policies are observed

Infrastructure Coordination and Supportインフラサポート
• Coordinate and escalate with various L3 team in APAC.
• Manage case escalation to MyServiceDesk as needed

Others・その他
• Might travel to support other sites if necessary
• Might support regional projects if necessary
              ","
                  Amaris is an independent, international  and  Consulting . Created in 2007, Amaris is already established in over 50 countries and supports 500 clients worldwide throughout their projects’ . Our expertise covers 5 areas of innovation:  and , /, Telecom,  and High , Biotech and Pharma.  65 offices across the World, the  offers proximity  to its clients in all their locations and many opportunities of international careers for employees. 
In 2017, Amaris aim to reach a turnover of 180 million euros, 3500 employees and the ability to recruit one new employee every 5 hours. We expect to triple our workforce within the next years and reach an international leader position in independent consulting.

アマリスは、独立した国際的なテクノロジおよび経営コンサルティンググループです。
 弊社の事業は、お客様のプロジェクトを実行しサポートすることから成り立ちます。 
お客様の計画を実行するために、弊社は、業界知識、運用知識、技術的な専門知識を使い、最良のアドバイスの提供を可能にします。
アマリスのチームは、金融から自動車業界、NGOからヘルスケア、保険から輸送まで、あらゆるビジネス分野において強力な付加価値を持つ統合ソリューションを提供する専門家で構成されています。
                ","
                  完全週休2日制（土・日・祝祭日）
40時間勤務/週
残業なし
                ","
                  Relevant work experience・職歴
• 4+ years in supporting Windows environment (Windows 7/8, servers w2k3/8,Active Directory)
• 2+ years in supporting MS Office and other products like end-point protection, VPN clients, SharePoint
• Working experience with asset management & vendor management
• Server/workstation/network troubleshooting on vendors like HP, Dell, Cisco, VMWare
• Good documentation skills

Business understanding: 
Customer service excellence

Skills: 
Foundation and understanding of networking
Analytical, Problem Solver, Excellent communication skills & able to converse in English + Japanese
                ","

                    Business Level(JLPT Level 2 or N2)
                  
","

                    Business Conversation Level (TOEIC 735-860)
                  
","
Depends on experience
                    
                  
                ",,"
                  完全週休2日制（土・日・祝祭日）
有給休暇
慶弔休暇
育児休暇
傷病休暇
                ","
                アマリス正社員
              ",
2019-06-08,"
                      ヒルトン･リゾーツ･マーケティング･コーポレーション/Hilton Grand Vacations
                    ","
IT (Other) - In-house System Operator
IT (Hardware/Network) - Network Engineer
IT (Other) - Customer Support Engineer","Tourism/Hotels, Lodging/Restaurant, Food Services ","
Asia   
Japan   
Tokyo   
Shinjuku   
 
 
 
 
 
 
 
 ","
                Job Description
Support Engineer Job Description

Support Engineer is responsible for daily operational end-user support of all computer software and hardware, associated peripherals, installation, troubleshooting, and technology maintenance.
Additional Responsibilities Include:

Install and test computer hardware and software including laptops, desktops, printers, monitors, application software, etc.
Respond to questions and problem calls relating to technical support, Identifies problems and conducts corrective measures.
Assist departments with mobile technology support including iPhones and iPads.
Determines new project integration and implementation of PCs. Analyzes equipment needs for installation.
Manage root cause analysis.
Recommend modifications and enhancements to PCs and associated technology.
Ensure technology complies with defined engineering standards and performs to established service levels.
Serve as escalation for technology counterparts within the organization.
Serve as technology liaison between end-users, business departments, and vendors.
Provide input for overall technology system planning, implementation, and support.
Assist management under their guidance for problem resolution.
Assist with system and network security as defined by HGV standards.
Maintain inventory of workstations and associated equipment; assist in research and purchase of hardware and software.
Assist with IT projects as assigned by IT management (including network, server, and other technology projects as required).
              ","
                  ≪世界各国の一級リゾート地で事業を展開≫
弊社は、ハワイやフロリダをはじめとする第一級のリゾートおよびニューヨークやワシントンDCなど世界の主要都市を中心にバケーション・オーナーシップ・リゾートを企画・開発し、販売および管理を行っています。
当社の2つの画期的なクラブメンバーシップ・プログラムである「ヒルトン・グランド・バケーションズ・クラブ」と「ヒルトン・クラブ」は、30万組を上回るクラブメンバー様に、交換プログラムやレジャー旅行、およびその予約サービスを提供しています。

≪2017年にニューヨーク証券取引所へ上場！≫
2017年に創立25周年を迎え、日本支社は2018年に設立15周年を迎えました。2017年1月にはヒルトン・ワールドワイドから独立し、最も上場審査が厳しいことで知られるニューヨーク証券取引所（NYSE）への上場を果たしました。

≪”Vacation”を商品にする会社だからこそ！≫
”Vacation”を商品にする会社だからこそ、社員にも”Vacation”を大切にしてもらいたいという想いがあり、社内全体で休暇が取りやすく、ヒルトンホテルの社割制度もあるので、2週間の長期休暇をとり”Vacation”を楽しんでいる社員が多くいます。
また、ホスピタリティの精神を大切に、Year-end party等の社内イベントや全社Mtgをヒルトンホテルにて行い著名人に登壇して頂くなど社員へのホスピタリティも大切にしております。
                ","
                  土日祝日含む　9:30~18:30
                ","
                  Qualifications

Job Requirements

What are we looking for?

Hilton Grand Vacations is a leader in the vacation ownership industry, operating with an unwavering commitment to innovation, quality, and continued growth. At the core of our company’s success are our Team Members. To fulfill this role successfully, you must possess the following minimum qualifications and experience:
Multi-lingual communications skills (written and verbal)
Strong customer service experience with demonstrated ability to translate technical knowledge for non-technical audiences
High School Diploma or equivalency credentials
5 or more years of technical support experience or related field
Must have excellent problem-solving skills with the ability to interpret an extensive variety of technical instructions.
Strong analytical skills
Must be able and willing to travel and perform shift work
It would be advantageous in this position for you to demonstrate the following capabilities and distinctions:
Bachelor’s Degree
Microsoft Certified System Engineer; Microsoft Certified Professional
CompTIA A+, Network+ Certification are a plus
                ","

                    Native Level
                  
","

                    Daily Conversation Level (TOEIC 475-730)
                  
","
JPY  - Japanese Yen   JPY 4000K -  JPY 5000K 
                    
                  
                ","
                  完全週休2日制（土・日・祝祭日）
リフレッシュ休暇
有給休暇
慶弔休暇
育児休暇
傷病休暇
                ",,"
                正社員雇用(最初の3か月は試用期間）
              ",
2019-06-07,"
                      インバウンドテクノロジー株式会社/INBOUND TECHNOLOGY,INC
                    ","
IT (PC, Web, Unix) - Web Application SE
IT (PC, Web, Unix) - Programmer
IT (PC, Web, Unix) - Database SE",Telecommunications/Information Services,"
Asia   
Japan   
Tokyo   
 
 
 
 
 
 
 
 
 ","
                ■仕事内容
・顧客からの依頼を受け、Webサービスやアプリ制作などの企画・サービスの提案、開発

【Job Description】
Development of web services and application creation planning for the clients.

Various available positions based on your seasoned experiences including application, web development director, project manager, front end engineer, full stack engineer, lead engineer. 

Visa sponsorship for gifted candidates residing outside Japan.
              ","
                  Webサービス・アプリ開発、音楽サービス事業、
モバイルゲーム事業を世界8カ国16拠点
(東京/大阪/上海/シンガポール/松江/成都/青島/ダナン/
ハノイ/ダッカ/セブ/マニラ/コペンハーゲン/オーフス/ロンドン)
で展開しています。


【Company Information】
- Running the business in mobile game, music distribution service, and web service/application development in 8 countries world wide. (Tokyo, Osaka, Shanghai, Singapore, Manila, London, etc.)
- Located in the hub of Tokyo, global working environment. 
","
                  10：00～19：00
                ","
                  ■応募資格
≪求める能力・経験≫
・ HTML/CSS/JavaScriptの設計、開発経験
・ SASS、StylusなどのCSSプリプロセッサに関する理解
・ ビルドツール・タスクランナーなどの各種開発ツールの経験
・ Gitへの理解

≪歓迎する能力・経験≫
・ PCやスマートフォンのウェブアプリケーションの開発経験
・ パフォーマンスに配慮したコーディング
・ Javascriptフレームワークを使った実装経験
・ 英語での簡単なコミュニケーション（主に読み書き）
・ 最新技術への興味
・ チームでの開発経験
・開発ディレクション経験

【Requirements】
-Experience in designing and development using HTML/CSS/JavaScript
-Understanding in CSS pre-processor such as SASS and Stylus
-Understanding in Git

Ideal candidate
-Experience in development for PC or smartphone web application
-Coding with an emphasis on good performance
-Experience in implementation using Javascript framework
-Interest in cutting edge technologies
-Team development experience
-Direction experience
                ","

                    Business Level(JLPT Level 2 or N2)
                  
","

                    Business Conversation Level (TOEIC 735-860)
                  
","
Depends on experience
                    
                  
                ","
                  社会保険完備
交通費全給
教育研修
                ","
                  完全週休2日制（土・日・祝祭日）
夏期休暇
冬期休暇
有給休暇
                ","
                正社員
              ","
                  恵比寿駅
Ebisu Station
                "
2019-06-07,"
                      Ahead Group
                    ","
IT (Other) - Customer Support Engineer
IT (PC, Web, Unix) - Programmer",IT - Other,"
Asia   
Japan   
Tokyo   
 
 
 
 
 
 
 
 
 ","
                您將會與我們最重要的客戶一起執行並支援其客戶的公司，減少商業重大程序的花費時間及錯誤。並使用其產品去解決客戶端最具挑戰性的案子，運用他們的科技去整合多樣的系統。您將以功能性與技術性兼具的角色去獨立履行支援客戶的產品。此職位需要與支援組、工程組、業務組有良好的合作，進而促進知識發展與給予項目具體的支援與協助。
責任:

負責應對終端用戶的支援請求，並彙整相關的顧客資料。
使用專案管理工具與SLA管理環境的相關經驗。
安排解決問題之優先順序。當有需要時，向適當的管道呈報問題。
紀錄、追蹤、整理問題解決過程直到得到最終解決方案。
使用邏輯推理來分析情況並使用可用的除錯實用程序。
產品階層的修理，包括安裝、升級軟體。
測試試用版的軟體，並確保呈報的問題已經妥善解決。


制定適合的行動方針來確保工作會在時間期限內完成。
整合常見問題與創建知識庫文章以幫助解決問題。
必須

企業中技術支援相關的工作證明。

會使用Windows系統、Visual Studio, C#, IIS troubleshooting, Citrix, Virtual Environments.
對於數據VB/Java scripting, Excel macros有基本的知識
Active Directory, Windows Server 2012 onwards, Cluster相關的基本知識
須配合輪班
              ",,,,"

                    Business Level(JLPT Level 2 or N2)
                  
","

                    Minimum Communication Level (TOEIC 225-470)
                  
","
JPY  - Japanese Yen   JPY 6000K -  JPY 10000K 
                    
                  
                ",,,,
2019-06-07,"
                      Ahead Group
                    ","
IT (Other) - Sales Engineer
Sales/AE - IT Sales
Sales/AE - Other",Software Vendor,"
Asia   
Japan   
Tokyo   
 
 
 
 
 
 
 
 
 ","
                Job description

Description

Ahead Group is looking for Sales Specialists to join a leading RPA Software Company as an Inside Sales Representative. The Inside Sales Specialist is responsible for liaising between teams within the company and doing in-depth research into potential customers’ technical landscape and requirements throughout the sales process to drive opportunities to close.

Inside Sales Representatives must be able to demonstrate effectively how the client’s technology can be utilized to fit each customer’s situation, while helping customers differentiate between the client’s competitors’ products.



Requirements:

Native level Japanese, Business English preferred

Experience maintaining/managing CRM technologies.

Understanding of the Software Development Life Cycle (SDLC).

2+ Years’ experience in Sales (preferably IT Sales/ SaaS Sales).

Experience in a high-pace sales environment.

Knowledge of the Sales Cycle and ability to identify key stakeholders.

Solid understanding of Sales Pipeline Management and communication across all channels of sales and customer success.

Experience creating and giving presentations to potential customers
              ",,,,"

                    Fluent(JLPT Level 1 or N1)
                  
","

                    Daily Conversation Level (TOEIC 475-730)
                  
","
JPY  - Japanese Yen   JPY 4000K Over
                    
                  
                ",,,,
2019-06-07,"
                      Ahead Group
                    ","
IT (Hardware/Network) - Network Engineer
IT (Other) - Other",Insurance,"
Asia   
Japan   
Tokyo   
 
 
 
 
 
 
 
 
 ","
                Ahead Group is looking for a Permanent Senior Cisco Video & Voice Engineer, who will primarily focus on providing voice and unified communication solutions to meet client requirements.

The candidate should be highly technical and experienced in the voice and network field, working to optimize all areas of voice services and provide support for implementation, operations & clients on delivering projects in timely manner. The candidate should have mindset that drives consistent high-quality solutions

Duties and Responsibilities

Project delivery of voice projects, such as Cisco Call Manager upgrade, Telepresence Video feature enhancements, softphone implementation, deployment of global dial-plan
Gather business requirement and create solution document
Provide L2/L3 support for critical voice service
Technical collaboration with management, application development, project managers and other infrastructure groups
Work closely with global team to ensure clients global standards are maintained and priorities are aligned.
Ensure technical standards are followed
Pro-actively identify problem areas.

Scope of Technical Domains

Hands on experience of Cisco Telepresence Video Conference Systems
Hands on experience of Cisco Call Manager
Knowledge of other voice technologies such as Sesssion Border Controllers, Avaya etc.
Knowledge of voice applications for PC and Mobile. For example Jabber, Webex, S4B  etc
Familarity with carrier technology. For example SIP, BRI, PRI etc
Familaierarity with Cisco Video Endpoints (SX80, DX80 etc)
Common IP Voice Technologies SIP, H323, RTP etc.
Knowledge of Network Internet Techologues, TCP/IP, DHCP, DNS, firewalls etc

Qualification/Experience 

Experience of supporting IP voice services in large organisations. For example performing technology changes and resolving incidents within company policies and guidelines.
Experience acting as a IP voice SME on large projects. For example project planning, scheduling.
Experience working with external technology vendors and suppliers. For example specifying requirements, obtaining pricing quotations supervising changes.
Experience working with global IT teams. For example reviewing global standards, obtaining global approval for local solutions.
Experience working with Japan Carriers, NTT, KDDI, Softbank etc
Native Level Japanese/ Business Level English
              ",,,,"

                    Native Level
                  
","

                    Business Conversation Level (TOEIC 735-860)
                  
","
JPY  - Japanese Yen   JPY 9000K -  JPY 12000K 
                    
                  
                ",,,,
2019-06-07,"
                      Ahead Group
                    ","
IT (Other) - Other
IT (Other) - IT Help Desk
IT (Other) - Customer Support Engineer",IT Consulting,"
Asia   
Japan   
Tokyo   
 
 
 
 
 
 
 
 
 ","
                结算支援工程师

我们正在寻找一位结算支援工程师来加入我们位于东京的IT合作伙伴公司。公司为主要云平台用户提供24/7技术支持服务。我们的支援服务团队分布在各个地域。我们希望寻找中日韩三语的精英求职者。

责任:
及时按照谷歌云平台客户的需求提供收付款，追踪，以及取消交易有关的解决方案
针对发现顾客可能出现的问题以及问题根源的确定寻找解决方案
识别并文档记录任何产品漏洞以及性能需求，与内部支持团队以及顾客共同合作来实施有效的解决方案，提高用户体验度
回顾并提高材料本地化的质量，其中包括网络帮助，网页以及顾客邮件的提醒
必备技能:
极强的故障检测以及解决问题的能力
在面对多项任务时拥有优先排序选择处理的能力
优秀的顾客服务
对谷歌云平台的产品以及云科技有一定的了解
快速适应新技术的能力
取得谷歌云平台产品大概的证书认证
良好的抗压能力
极强的口语与写作技能，以及分析技能
具有主动性以及责任心
愿意进行不断的自我学习
愿意发现并提高自身的知识隔阂
有着良好的可靠性与出勤率
能够很好地适应当地客户，工作地文化，以及多样性的科技；熟练运用中文，日文，韩文
若有本地类似的客户工作经验会有加分

理想技能:
我们更倾向于本科学位
之前几年类似的工作经验，例如企业科技平台
在中心咨询团队的工作经验
              ",,,,"

                    Native Level
                  
","

                    Business Conversation Level (TOEIC 735-860)
                  
","
JPY  - Japanese Yen   JPY 6000K -  JPY 9000K 
                    
                  
                ",,,,
2019-06-07,"
                      Ahead Group
                    ","
IT (PC, Web, Unix) - Programmer
IT (PC, Web, Unix) - Business Application SE",IT Consulting,"
Asia   
Japan   
Tokyo   
 
 
 
 
 
 
 
 
 ","
                Ahead Groupは、パートナーである東京都内にあるIT企業のためシニアデベロパーサポートエンジニアを募集しています。
そのIT企業では、主要なクラウドプラットフォームユーザーにサポートサービスを提供しており、サポートチームは複数の拠点に分散しており、日本語、中国語、韓国語のサポートを拡大するために人材を募集しています。

責任：
 •App Engine、Big Query、Cloud StorageなどのCloud Platform製品、ソリューション、およびAPIを使用しているお客様にサポートを提供 
•イベント管理：ネットワーク、サーバー、およびWebアプリケーションをモニターして高可用性を確保 
•事件管理、トラブル管理：トラブルチケットを開き、更新、閉じる。トラブルに関する詳細な情報を報告
 •24時間365日体制のグローバルなサポート組織の一環として、技術支援と開発者サポートを提供
 •エンジニアおよび製品管理者とよく協力して製品を改善し、顧客を成功させる
 •知識管理：幅広いアプリケーションやシステムに関する実用的な知識を開発し、維持する 
•事件管理、トラブル管理、および変更管理：固有のインフラストラクチャチームの変更要求およびインシデントチケット処理。 
•通知とエスカレーションの手順に従う。 
•運用上の問題に関するビジネスとのコミュニケーションするとき規則に従う 
•ケースキューをモニターし、エージェントにケースクエリーの支援
•他のエージェントのために当該分野の専門家になる 
•製品の最新情報や最良な実践を持っていたうえで、エージェントに知識を共有し、教育を上げる

必要なスキル：
•開発エンジニアまたはネットワーキングと開発を兼ねた3年以上の経験
•Java、Python、PHP、またはGoの少なくとも1つに習熟している
•コードを読んで理解し、顧客の問題を再現するためのコードサンプルを作成する能力
•クラウドコンピューティングに精通していること
•Webプロトコル（HTTP、TLSなど）に精通していること
•SQLに関する知識
•重大度の高い問題とトラブル解決の経験
•実稼働環境およびクライアント側での実務経験
•英語B2 / C1
求める能力/スキル：
•PaaSの経験
•並列/分散コンピューティングに精通していること
•最新のAPIテクノロジに精通していること
              ",,,,"

                    Native Level
                  
","

                    Business Conversation Level (TOEIC 735-860)
                  
","
JPY  - Japanese Yen   JPY 6000K -  JPY 9000K 
                    
                  
                ",,,,
2019-06-07,"
                      Ahead Group
                    ","
IT (PC, Web, Unix) - Business Application SE
IT (Mainframe) - Programmer",IT Consulting,"
Asia   
Japan   
Tokyo   
 
 
 
 
 
 
 
 
 ","
                大数据支援工程师

责任:
为客户提供云平台产品，应用程式界面，大数据，以及相关服务的支持
24/7全球化技术支持
与工程师和产品经理密切合作，提高产品，帮助客户取得成功
进行事件管理，问题管理，与变化管理：及时根据剩余的基础设施团队改变请求和事故单
为客户提供云平台产品，应用程式界面，大数据，以及相关服务的技术性与发展性支持
遵从通知与升级指令
遵从标准来沟通运行中的问题
发现并文档记录产品漏洞和性能需求，与内部支持团队以及客户合作来实施有效的解决方案
与内部支持团队紧密合作，将云产品提升至更成熟的阶段

必要条件:
三年及以上工作经验，必须是开发者或开发者加大数据工程师
拥有读取，理解，编写代码的能力
极强的调查研究，分析，以及解决问题的能力，能够处理Petabyte甚至Exabyte数据
熟悉网络协议（HTTP, TLS/SSL等）
极强的编程能力（Java, C++, C, Scala, Python等）以及脚本语言编写能力（Python/PHP/R）
SQL背景
大数据建模或相关技术的经验（多于1TB数据）以及商业智能方法（BI）
相关分布式计算框架经验（Hadoop, Spark, Flink, Storm, Samza, Beam, Google Big Query等）
相关分布性数据储存经验（HBase, Cassandra, Riak, Google Bigtable, Amazon Dynamo DB等）以及或分布式消息代理经验（Kafka, RabbitMQ, ActiveMQ, Google Pub/Sub, Amazon Kinesis等）

理想条件:
技术支持相关经验：熟悉案件优先处理，SLA
热门科技相关经验：机器学习，大数据生态系统
ML图书馆相关经验（scikit¬learn, pytorch, tensorflow, Spark mllib）或理解基本概念
PaaS及IaaS技术相关经验
Java或Objective C
              ",,,,"

                    Native Level
                  
","

                    Business Conversation Level (TOEIC 735-860)
                  
","
JPY  - Japanese Yen   JPY 6000K -  JPY 9000K 
                    
                  
                ",,,,
2019-06-07,"
                      Ahead Group
                    ","
IT (PC, Web, Unix) - Business Application SE
IT (PC, Web, Unix) - Programmer",IT Consulting,"
Asia   
Japan   
Tokyo   
 
 
 
 
 
 
 
 
 ","
                Ahead Group is looking for a Big Data Support Engineer to join our partner, an IT company in Tokyo. 

The company provides 24/7 support service for major cloud platform users. Support team is distributed between multiple locations. We are hiring people to extend support in Japanese, Chinese and Korea.

【Responsibilities】
• Provide support to customers using Cloud Platform products, solutions and APIs, including Big Data and related services.
• Provide technical assistance and support as part of a global 24x7-support organization.
• Work closely with engineers and product managers to improve the product and make our customers successful.
• Incident Management, Problem Management and Change Management: change requests and incident ticket handling for the remaining Infrastructure Teams.
• Provide technical and developer support to customers using Cloud Platform products, solutions and APIs.
• Follow notification and escalation procedures.
• Follow standards for communications with business involving operational issues.
• Identify and document product bugs and feature requests and work with internal support teams as well as customers to • implement effective solutions
• Work closely with internal support team s to improve cloud products at a senior level
              ",,,"
                  【Required skills】
• 3+ years’ experience fully as developer or a combination developer + big data engineer
• Ability to read and understand code, able to write code to reproduce customer problems.
• Strong research, analytical and problem-solving skills required to work with petabyte or even exabytes of data.
• Familiar with web protocols (HTTP, TLS/SSL, etc).
• Firm understanding of programming (Java, C++, C#, Scala, Python, etc.) and scripting languages (Python/PHP/R).
• Background in SQL.
• Experience with BigData architectures and technologies (more than 1TB of data) and BI solutions.
• Experience with distributed computing frameworks (e.g. Hadoop, Spark, Flink, Storm, Samza, Beam, Google Big Query, etc.).
• Experience with distributed data stores (HBase, Cassandra, Riak, Google Bigtable, Amazon Dynamo DB, etc.) and/or distributed message brokers (Kafka, RabbitMQ, ActiveMQ, Google Pub/Sub, Amazon Kinesis, etc.).
• Native/N1 Japanese; Business English

【Nice to have】
• Experience in technical support: familiarity with case prioritization, SLA compliance, and quality.
• Experience with the popular technologies in the machine learning/big data ecosystem.
• Experience with any ML library (scikit­learn, pytorch, tensorflow, Spark mllib) or basic understanding of ML concepts.
• Experience with PaaS and IaaS technologies.
• Java or Objective C.
• Candidates with Mandarin Chinese or Korean language skills are also encouraged to apply.
                ","

                    Native Level
                  
","

                    Business Conversation Level (TOEIC 735-860)
                  
","
JPY  - Japanese Yen   JPY 6000K -  JPY 9000K 
                    
                  
                ",,,,
2019-06-07,"
                      Ahead Group
                    ","
IT (Hardware/Network) - Network Monitoring
IT (Hardware/Network) - Server and Machine Operation and Maintenance",IT Consulting,"
Asia   
Japan   
Tokyo   
 
 
 
 
 
 
 
 
 ","
                Ahead Group is looking for a Senior Developer Support Engineer to join our partner, an IT company in Tokyo.

The company provides 24/7 support service for major cloud platform users. Support team is distributed between multiple locations. We are hiring people to extend support in Japanese, Chinese and Korean languages.

【Responsibilities】
• Provide support to customers using Cloud Platform products, solutions and APIs including Google Compute Engine and related services.
• Provide technical assistance and support as part of a global 24x5-support organization.
• Work closely with engineers and product managers to improve the product and make our customers successful.
• Incident Management, Problem Management and Change Management: change requests and incident ticket handling for the remaining Infrastructure Teams.
• Provide technical and developer support to customers using Cloud Platform products, solutions and APIs.
• Follow notification and escalation procedures.
• Follow standards for communications with business involving operational issues.
              ",,,"
                  【Required skills】
• At least 3+ years’ experience fully as Systems Engineer or a combination of Networking and Sysadmin
• Strong knowledge of Linux/UNIX and Windows Server.
• Familiarity with shell scripting.
• Familiarity with multi-tasking and multi-processing.
• Capable to setup monitoring, conduct performance audit and performance optimization
• Strong understanding of administration (user accounts, permission models, access control).
• Familiarity with networking (NAT, DNS, firewalls, basic routing, load balancing, etc.).
• Experience troubleshooting Linux performance (CPU, memory, I/O).
• Strong troubleshooting skills and familiarity with common Linux troubleshooting tools (vmstat, iostat, lsof, strace).
• Familiarity with SQL.
• Familiarity with cloud computing.
• • Native/N1 Japanese; Business English

【Nice to have】
• Experience with VMs (Google Compute Engine, VMware, Amazon EC2, etc.
• Familiarity with BigQuery, Cloud Storage and CloudSQL.
• Coding ability in one or more languages (Java, Python, C++, etc).
• Familiarity with software commonly used on VMs (MongoDB, Hadoop, etc).
• Experience in deploying and managing distributed systems and clusters.
• Familiarity with web and mail protocols (HTTP, TLS, SMTP, etc).
• Expected to be able to follow and understand a defined ITIL/ITSM process, train other team members, and contribute in process improvement.
• Candidates with Mandarin Chinese or Korean language skills are also encouraged to apply.
                ","

                    Native Level
                  
","

                    Business Conversation Level (TOEIC 735-860)
                  
","
JPY  - Japanese Yen   JPY 6000K -  JPY 9000K 
                    
                  
                ",,,,
